"Impedance Magnitude",TCBar-S_#1,,
152.676908852627,2.84912236836698,152.676908852627,2.02591002274492
155.028136487707,2.8921637183556,155.028136487707,2.02586722595561
157.051282051282,2.93774925264066,157.051282051282,2.02582635945667
158.653846153846,2.987282483265,158.653846153846,2.02578732387354
160.25641025641,3.03842192617783,160.25641025641,2.02575002648111
161.858974358974,3.0920527075543,161.858974358974,2.02571438066853
162.301312187759,3.14821234967307,162.301312187759,2.02568030545407
165.064102564103,3.20642391731022,165.064102564103,2.02564772504489
166.666666666667,3.26748287716093,166.666666666667,2.02561656843674
167.33869097421,3.3321709501624,167.33869097421,2.0255867690498
169.871794871795,3.39976329917052,169.871794871795,2.02555826439662
171.474358974359,3.46961561512401,171.474358974359,2.02553099577916
172.532415909044,3.54309136372593,172.532415909044,2.025504908012
174.679487179487,3.62153901114811,174.679487179487,2.02547994916903
176.282051282051,3.7050852808764,176.282051282051,2.0254560703515
177.884615384615,3.79234003852769,177.884615384615,2.0254332254753
179.48717948718,3.88521323129526,179.48717948718,2.02541137107566
181.089743589744,3.98262675541712,181.089743589744,2.02539046612767
182.692307692308,4.08468674017284,182.692307692308,2.02537047188113
183.408465021987,4.19140456762057,183.408465021987,2.02535135170848
185.897435897436,4.3095735614062,185.897435897436,2.02533307096454
187.5,4.43177827479618,187.5,2.02531559685712
189.102564102564,4.55874177077602,189.102564102564,2.02529889832747
190.705128205128,4.69897588183469,190.705128205128,2.02528294593972
192.307692307692,4.84656402166061,192.307692307692,2.02526771177857
193.910256410256,5.00462218494365,193.910256410256,2.0252531693545
195.512820512821,5.17348845197155,195.512820512821,2.02523929351594
197.115384615385,5.35064740978041,197.115384615385,2.02522606036766
197.972659323052,5.54381586702934,197.972659323052,2.02521344719504
200.320512820513,5.75541996373309,200.320512820513,2.0252014323937
201.923076923077,5.97886052926375,201.923076923077,2.02518999540395
203.525641025641,6.21686410259336,203.525641025641,2.02517911664984
205.128205128205,6.46550502959142,205.128205128205,2.0251687774823
206.730769230769,6.74002578614254,206.730769230769,2.02515896012622
208.333333333333,7.06046648219322,208.333333333333,2.02514964763092
209.935897435897,7.40291269038962,209.935897435897,2.02514082382406
211.538461538462,7.77822074081253,211.538461538462,2.02513247326842
213.141025641026,8.19519376608834,213.141025641026,2.02512458122158
214.74358974359,8.64486791719296,214.74358974359,2.02511713359819
216.346153846154,9.13274422743439,216.346153846154,2.02511011693452
217.948717948718,9.63515431037153,217.948717948718,2.02510351835543
219.551282051282,10.1771618761094,219.551282051282,2.02509732554322
222.75641025641,11.4439012585972,222.75641025641,2.02508611056291
224.358974358974,12.1830616522876,224.358974358974,2.02508106629321
225.961538461538,12.9970959923042,225.961538461538,2.02507638353732
227.564102564103,13.8653612388168,227.564102564103,2.02507205236152
229.166666666667,14.7457515701044,229.166666666667,2.025068063239
230.769230769231,15.6522128836704,230.769230769231,2.02506440702983
232.371794871795,16.5513770107569,232.371794871795,2.02506107496192
233.974358974359,17.4282606165183,233.974358974359,2.02505805861314
235.576923076923,18.1911604105546,235.576923076923,2.02505534989448
237.179487179487,18.7052360592844,237.179487179487,2.02505294103415
240.384615384615,18.9322234547768,240.384615384615,2.02504899329786
241.98717948718,18.4892013368428,241.98717948718,2.02504744033318
243.589743589744,18.0060241128715,243.589743589744,2.02504615902325
245.192307692308,17.4881031712622,245.192307692308,2.02504514297279
246.794871794872,16.7286374819983,246.794871794872,2.02504438602506
248.397435897436,15.8490744874952,248.397435897436,2.02504388225111
251.602564102564,13.9904309528726,251.602564102564,2.02504361158727
253.205128205128,13.1798881326039,253.205128205128,2.02504383388951
254.807692307692,12.4259665232423,254.807692307692,2.02504428773197
256.410256410256,11.7397512951761,256.410256410256,2.02504496818222
258.012820512821,11.1235798969488,258.012820512821,2.02504587048189
259.615384615385,10.5381881878955,259.615384615385,2.02504699003932
262.820512820513,9.52319987649623,262.820512820513,2.02504986335223
264.423076923077,9.07290758078894,264.423076923077,2.02505160869603
266.025641025641,8.6684920937837,266.025641025641,2.02505355446181
267.628205128205,8.30565672648562,267.628205128205,2.02505569679223
270.833333333333,7.65375173903476,270.833333333333,2.02506055635856
272.435897435897,7.3718103645435,272.435897435897,2.02506326650528
275.641025641026,6.85976543924204,275.641025641026,2.02506923066729
277.24358974359,6.62661702276538,277.24358974359,2.02507247826592
278.846153846154,6.40963587797631,278.846153846154,2.02507589877012
280.448717948718,6.21592323434126,280.448717948718,2.025079489223
283.653846153846,5.86253311572374,283.653846153846,2.02508716861182
285.25641025641,5.6941565367119,285.25641025641,2.02509125208799
288.461538461538,5.39338923093223,288.461538461538,2.02509989358482
290.064102564103,5.26013348087932,290.064102564103,2.02510444663686
291.666666666667,5.13525482349067,291.666666666667,2.02510915137148
293.269230769231,5.01762820625713,293.269230769231,2.02511400548908
296.474358974359,4.80273839621746,296.474358974359,2.02512415301762
298.076923076923,4.7024703796,298.076923076923,2.02512944216473
301.282051282051,4.51412675414994,301.282051282051,2.02514044103252
302.884615384615,4.42556713278903,302.884615384615,2.02514614685412
306.089743589744,4.2662025289297,306.089743589744,2.02515796194458
307.692307692308,4.19271768936265,307.692307692308,2.02516406764188
310.897435897436,4.05227408444369,310.897435897436,2.02517666678908
312.5,3.98855519515722,312.5,2.0251831569621
315.705128205128,3.86872759496473,315.705128205128,2.02519651065492
317.307692307692,3.81293791431874,317.307692307692,2.02520337116353
320.512820512821,3.70722290469818,320.512820512821,2.02521745228422
322.115384615385,3.65641878476801,322.115384615385,2.0252246701251
325.320512820513,3.56272828484465,325.320512820513,2.0252394537176
326.923076923077,3.51699753670696,326.923076923077,2.02524701691518
330.128205128205,3.43307541328318,330.128205128205,2.02526247997944
331.730769230769,3.39374218378012,331.730769230769,2.0252703774889
334.935897435897,3.3202404039109,334.935897435897,2.02528649879778
336.538461538462,3.28576899525591,336.538461538462,2.0252947204187
341.346153846154,3.18629321985404,341.346153846154,2.02532001665407
342.948717948718,3.15537180941975,342.948717948718,2.02532865587238
346.153846153846,3.096294051831,346.153846153846,2.02534623930679
347.75641025641,3.06922992159437,347.75641025641,2.02535518170135
350.961538461538,3.01875106155393,350.961538461538,2.02537336345863
352.564102564103,2.9940961910426,352.564102564103,2.02538260113083
355.769230769231,2.94716300263047,355.769230769231,2.02540136598894
357.371794871795,2.92398101412971,357.371794871795,2.0254108916041
362.179487179487,2.85790228726294,362.179487179487,2.02544003215887
363.782051282051,2.83796036442534,363.782051282051,2.02544993117367
366.98717948718,2.79738830263784,366.98717948718,2.02547000329262
368.589743589744,2.77810907473206,368.589743589744,2.02548017506773
373.397435897436,2.72342069400938,373.397435897436,2.02551122559969
375,2.70773800127198,375,2.02552175213703
379.807692307692,2.65982470599221,379.807692307692,2.0255538526355
381.410256410256,2.64480376742117,381.410256410256,2.02556472456648
384.615384615385,2.61480166332761,384.615384615385,2.02558672285
386.217948717949,2.60042203916784,386.217948717949,2.02559784816863
391.025641025641,2.55809345218385,391.025641025641,2.02563172286356
392.628205128205,2.54524147192334,392.628205128205,2.0256431790795
397.435897435897,2.50768998336371,397.435897435897,2.02567803526425
399.038461538462,2.49623166055859,399.038461538462,2.02568981504184
402.24358974359,2.47443094252017,402.24358974359,2.02571361363434
403.846153846154,2.46370390299928,403.846153846154,2.02572563163458
408.653846153846,2.43266261889736,408.653846153846,2.02576215573941
410.25641025641,2.42235106019338,410.25641025641,2.02577448588051
415.064102564103,2.3953379921317,415.064102564103,2.02581193753691
416.666666666667,2.38603927955048,416.666666666667,2.02582457400473
421.474358974359,2.36112254383615,421.474358974359,2.02586293646886
423.076923076923,2.35387806725216,423.076923076923,2.02587587390554
427.884615384615,2.32904206223579,427.884615384615,2.02591513173679
429.48717948718,2.32133086489687,429.48717948718,2.02592836519802
434.294871794872,2.2989495879871,434.294871794872,2.02596850413778
435.897435897436,2.29313794640305,435.897435897436,2.02598202905464
442.307692307692,2.2692750301773,442.307692307692,2.02603684806299
443.910256410256,2.26319457013785,443.910256410256,2.02605073139132
448.717948717949,2.24620801182968,448.717948717949,2.02609280609852
450.320512820513,2.23907277051613,450.320512820513,2.02610697180407
455.128205128205,2.2200678209352,455.128205128205,2.02614988821049
456.730769230769,2.21487550260346,456.730769230769,2.02616433272675
463.141025641026,2.20051600401427,463.141025641026,2.02622280053316
464.74358974359,2.19665105799255,464.74358974359,2.02623758893091
469.551282051282,2.18302787350056,469.551282051282,2.02628236255491
471.153846153846,2.17903523109529,471.153846153846,2.0262974226315
475.961538461538,2.16548536436854,475.961538461538,2.02634300700065
477.564102564103,2.16035155170542,477.564102564103,2.02635833593657
483.974358974359,2.14191486597485,483.974358974359,2.0264203180493
485.576923076923,2.13773059970219,485.576923076923,2.02643597938309
491.98717948718,2.12152188528865,491.98717948718,2.02649928341775
493.589743589744,2.11774094928221,493.589743589744,2.0265152733788
498.397435897436,2.10682220407604,498.397435897436,2.02656363452139
500,2.10352902461027,500,2.02657988487535
506.410256410256,2.09069870142561,506.410256410256,2.02664553271298
508.012820512821,2.08750733974052,508.012820512821,2.02666210565551
514.423076923077,2.07514993901944,514.423076923077,2.02672903777237
516.025641025641,2.07225555322829,516.025641025641,2.02674593031424
522.435897435897,2.06064497681521,522.435897435897,2.02681413522251
524.038461538462,2.05733113520778,524.038461538462,2.02683134460453
530.448717948718,2.04601555677363,530.448717948718,2.02690081169278
532.051282051282,2.04339161758405,532.051282051282,2.02691833536439
538.461538461538,2.03376172679037,538.461538461538,2.02698905481679
540.064102564103,2.03146885674114,540.064102564103,2.02700689041701
546.474358974359,2.02271812513219,546.474358974359,2.02707885314108
548.076923076923,2.02022893711083,548.076923076923,2.02709699848144
556.089743589744,2.00950151993472,556.089743589744,2.02718864909259
557.692307692308,2.00697246031998,557.692307692308,2.02720716345264
564.102564102564,1.9993206715975,564.102564102564,2.02728183252955
565.705128205128,1.99764489191357,565.705128205128,2.02730065234911
572.115384615385,1.99051066090554,572.115384615385,2.02737653975099
573.717948717949,1.98871171984211,573.717948717949,2.02739566329815
581.730769230769,1.9806519635572,581.730769230769,2.02749218799787
583.333333333333,1.97913634734965,583.333333333333,2.02751167389724
589.74358974359,1.974211151724,589.74358974359,2.02759021870573
591.346153846154,1.97316100121828,591.346153846154,2.02761000492354
599.358974358974,1.96690898989831,599.358974358974,2.02770983334036
600.961538461538,1.96567643217649,600.961538461538,2.027729978116
608.974358974359,1.95975992659077,608.974358974359,2.0278315946366
610.576923076923,1.95903930634954,610.576923076923,2.02785209612429
618.589743589744,1.95201726405357,618.589743589744,2.02795549187372
620.192307692308,1.95113835200671,620.192307692308,2.0279763483666
628.205128205128,1.94633528117355,628.205128205128,2.02808151513131
629.807692307692,1.9457739133783,629.807692307692,2.02810272504843
637.820512820513,1.93965400623366,637.820512820513,2.02820965521486
639.423076923077,1.93912082614216,639.423076923077,2.0282312170896
647.435897435897,1.93342195309732,647.435897435897,2.0283399035893
649.038461538462,1.93298448782161,649.038461538462,2.02836181605899
657.051282051282,1.92641825555317,657.051282051282,2.02847225231949
658.653846153846,1.92478854581377,658.653846153846,2.02849451411611
666.666666666667,1.92148619644584,666.666666666667,2.02860669401683
668.269230769231,1.92043483730534,668.269230769231,2.02862930395864
677.884615384616,1.91599145521066,677.884615384616,2.02876617877538
679.48717948718,1.9156938282513,679.48717948718,2.02878919349771
687.5,1.9116788641538,687.5,2.02890513220381
689.102564102564,1.91041522312188,689.102564102564,2.02892849277219
698.717948717949,1.90625586295563,698.717948717949,2.02906986375174
700.320512820513,1.90585127215374,700.320512820513,2.02909362660496
709.935897435898,1.90138711903341,709.935897435898,2.02923740762575
711.538461538462,1.90075275617111,711.538461538462,2.02926157155821
719.551282051282,1.89806279540668,719.551282051282,2.02938324882664
721.153846153846,1.89809105381566,721.153846153846,2.02940775564638
730.769230769231,1.89400327067048,730.769230769231,2.02955599432509
732.371794871795,1.89325213347794,732.371794871795,2.02958090020444
741.98717948718,1.89119991125634,741.98717948718,2.02973153025219
743.589743589744,1.89091378965027,743.589743589744,2.02975683420779
753.205128205128,1.88896923822929,753.205128205128,2.02990984992087
754.807692307692,1.88844310282584,754.807692307692,2.02993555103367
766.025641025641,1.8855460475476,766.025641025641,2.03011704448609
767.628205128205,1.88511684387119,767.628205128205,2.03014319844233
777.24358974359,1.88373259769905,777.24358974359,2.03030130875748
778.846153846154,1.88360552465794,778.846153846154,2.03032785809196
790.064102564103,1.88208291710747,790.064102564103,2.03051528235502
791.666666666667,1.88210299457033,791.666666666667,2.03054228263211
801.282051282051,1.88136832716968,801.282051282051,2.03070546614481
802.884615384616,1.88141666245512,802.884615384616,2.03073286024208
814.102564102564,1.88315222233538,814.102564102564,2.03092619192065
815.705128205128,1.88373350547161,815.705128205128,2.03095403528872
826.923076923077,1.88690939701024,826.923076923077,2.03115050898721
828.525641025641,1.88688799575651,828.525641025641,2.03117880081401
839.74358974359,1.88284943712162,839.74358974359,2.03137841102099
841.346153846154,1.88198598160225,841.346153846154,2.031407150543
852.564102564103,1.87688601588133,852.564102564103,2.03160989207061
854.166666666667,1.87622285875288,854.166666666667,2.0316390785683
865.384615384616,1.87278892749526,865.384615384616,2.03184494652193
866.98717948718,1.87256064258284,866.98717948718,2.03187457931565
878.205128205128,1.87122656116481,878.205128205128,2.03208356906676
879.807692307692,1.87098348997736,879.807692307692,2.03211364751306
892.628205128205,1.87050422123274,892.628205128205,2.03235627816309
894.230769230769,1.87036306455153,894.230769230769,2.03238685724026
905.448717948718,1.86948328641362,905.448717948718,2.03260246651788
907.051282051282,1.86952473728884,907.051282051282,2.03263348998586
919.871794871795,1.86766814772216,919.871794871795,2.0328836753653
921.474358974359,1.86759647120709,921.474358974359,2.03291519811656
934.294871794872,1.86614552584385,934.294871794872,2.03316937509131
935.897435897436,1.86604720681734,935.897435897436,2.03320139646422
948.717948717949,1.86537792261018,948.717948717949,2.03345955986874
950.320512820513,1.86539396001932,950.320512820513,2.03349207923294
963.141025641026,1.86517761290249,963.141025641026,2.03375422413947
964.74358974359,1.86499229547586,964.74358974359,2.03378724089284
977.564102564103,1.86554642697645,977.564102564103,2.03405336258816
979.166666666667,1.8654426423609,979.166666666667,2.03408687615403
991.98717948718,1.86650320523822,991.98717948718,2.03435697011855
993.589743589744,1.86684082167643,993.589743589744,2.03439097994326
1008.01282051282,1.86862833156556,1008.01282051282,2.03469954738291
1009.61538461538,1.8689072842288,1009.61538461538,2.03473410798216
1024.03846153846,1.87225241725527,1024.03846153846,2.0350476295271
1025.64102564103,1.87278359071286,1025.64102564103,2.03508274026853
1040.0641025641,1.87552200255426,1040.0641025641,2.03540121033266
1041.66666666667,1.87609954059811,1041.66666666667,2.0354368706068
1056.08974358974,1.8796783628471,1056.08974358974,2.03576028379868
1057.69230769231,1.88028568269943,1057.69230769231,2.03579649301649
1072.11538461538,1.88565441043625,1072.11538461538,2.03612484411858
1073.71794871795,1.88613398447332,1073.71794871795,2.03616160170926
1088.14102564103,1.89228471247907,1088.14102564103,2.03649488565933
1089.74358974359,1.89273388148773,1089.74358974359,2.03653219106839
1104.16666666667,1.89413124238329,1104.16666666667,2.03687040294276
1105.76923076923,1.8932371829359,1105.76923076923,2.03690825563025
1121.79487179487,1.89011341316425,1121.79487179487,2.03728979006776
1123.39743589744,1.88995486701458,1123.39743589744,2.03732824415329
1139.42307692308,1.88787575142863,1139.42307692308,2.03771578944596
1141.02564102564,1.88735084049875,1141.02564102564,2.03775484430708
1157.05128205128,1.88841617085534,1157.05128205128,2.03814839429911
1158.65384615385,1.88859501925173,1158.65384615385,2.03818804932679
1174.67948717949,1.89010050976874,1174.67948717949,2.03858759798786
1176.28205128205,1.89014644124496,1176.28205128205,2.03862785258478
1192.30769230769,1.88903393271099,1192.30769230769,2.03903339399428
1193.91025641026,1.88902102280397,1193.91025641026,2.03907424757338
1211.53846153846,1.88797195629744,1211.53846153846,2.03952722788933
1213.14102564103,1.88935173165168,1213.14102564103,2.0395687342444
1229.16666666667,1.89551740807186,1229.16666666667,2.03998678721994
1230.76923076923,1.89614285318366,1230.76923076923,2.04002889135701
1248.39743589744,1.89954213949802,1248.39743589744,2.04049562068628
1250,1.89996245490804,1250,2.04053837630691
1267.62820512821,1.90437027349179,1267.62820512821,2.04101226830092
1269.23076923077,1.90530134621194,1269.23076923077,2.04105567474185
1286.85897435897,1.90458359208609,1286.85897435897,2.04153672213851
1288.46153846154,1.90417331594654,1288.46153846154,2.0415807787424
1307.69230769231,1.90081883784928,1307.69230769231,2.04211368045304
1309.29487179487,1.90063550623724,1309.29487179487,2.04215844066394
1326.92307692308,1.90108673974036,1326.92307692308,2.04265437206973
1328.52564102564,1.90096540980023,1328.52564102564,2.04269978108855
1347.75641025641,1.90014525332694,1347.75641025641,2.04324890301008
1349.35897435897,1.90023348429747,1349.35897435897,2.04329501417582
1368.58974358974,1.89930492943287,1368.58974358974,2.04385255732863
1370.19230769231,1.89937353168992,1370.19230769231,2.04389936988638
1389.42307692308,1.89869655247376,1389.42307692308,2.0444653252228
1391.02564102564,1.89921862361203,1391.02564102564,2.04451283841936
1410.25641025641,1.90089570968609,1410.25641025641,2.04508719690662
1411.85897435897,1.90099953375673,1411.85897435897,2.04513540998959
1432.69230769231,1.90230803499094,1432.69230769231,2.04576707481714
1434.29487179487,1.9023101216091,1434.29487179487,2.04581604078255
1455.12820512821,1.90431872937788,1455.12820512821,2.04645748740634
1456.73076923077,1.90446264846097,1456.73076923077,2.04650720538081
1477.5641025641,1.90698416743826,1477.5641025641,2.04715842243718
1479.16666666667,1.90738301744879,1479.16666666667,2.0472088915457
1500,1.90998562766862,1500,2.04786986764468
1501.60256410256,1.91026882564123,1501.60256410256,2.04792108700984
1522.4358974359,1.91229916662341,1522.4358974359,2.04859181072622
1524.03846153846,1.91220682211974,1524.03846153846,2.04864377946759
1546.47435897436,1.91660162226235,1546.47435897436,2.04937695656649
1548.07692307692,1.91661051059423,1548.07692307692,2.04942972722983
1570.51282051282,1.91875659655688,1570.51282051282,2.05017412410336
1572.11538461538,1.91877915191186,1572.11538461538,2.05022769566872
1594.55128205128,1.92282798582217,1594.55128205128,2.05098329799865
1596.15384615385,1.92177999915428,1596.15384615385,2.05103766944041
1618.58974358974,1.92320863858452,1618.58974358974,2.05180446282507
1620.19230769231,1.92350424775622,1620.19230769231,2.05185963311139
1644.23076923077,1.92589885343848,1644.23076923077,2.05269357115114
1645.83333333333,1.92601226354865,1645.83333333333,2.05274959239347
1669.8717948718,1.9285953823376,1669.8717948718,2.05359628585837
1671.47435897436,1.92887314298876,1671.47435897436,2.05365315686647
1695.51282051282,1.9325804905914,1695.51282051282,2.0545125878355
1697.11538461538,1.93278218001565,1697.11538461538,2.05457030741006
1721.15384615385,1.93561291369196,1721.15384615385,2.05544245782283
1722.75641025641,1.93633283823173,1722.75641025641,2.05550102475506
1746.79487179487,1.93930707618537,1746.79487179487,2.05638587640622
1748.39743589744,1.93953435222875,1748.39743589744,2.05644528947747
1774.03846153846,1.94394475050168,1774.03846153846,2.05740308199328
1775.64102564103,1.94428995722332,1775.64102564103,2.05746339274063
1801.28205128205,1.94954874899356,1801.28205128205,2.05843553689459
1802.88461538462,1.94992816889218,1802.88461538462,2.05849674391837
1830.12820512821,1.95535007545266,1830.12820512821,2.05954531910192
1831.73076923077,1.95579759876071,1831.73076923077,2.0596074735845
1857.3717948718,1.96211892694453,1857.3717948718,2.06060909416322
1858.97435897436,1.96259876630675,1858.97435897436,2.06067214200012
1886.21794871795,1.96944342881172,1886.21794871795,2.06175198450309
1887.82051282051,1.97012428896924,1887.82051282051,2.06181597667536
1915.0641025641,1.97602691248337,1915.0641025641,2.06291185905151
1916.66666666667,1.97633982521407,1916.66666666667,2.06297679392951
1945.51282051282,1.9818292313284,1945.51282051282,2.06415456427696
1947.11538461538,1.98184839599555,1947.11538461538,2.06422049244755
1974.35897435897,1.98502974171557,1974.35897435897,2.06534925794198
1975.96153846154,1.98517717434146,1975.96153846154,2.06541612541796
2004.80769230769,1.98788835474192,2004.80769230769,2.06662864995918
2006.41025641026,1.98801477971365,2006.41025641026,2.06669650710233
2035.25641025641,1.99128541409475,2035.25641025641,2.0679268286732
2036.85897435897,1.99175587889584,2036.85897435897,2.06799567359355
2067.30769230769,1.99760400754825,2067.30769230769,2.06931358878964
2068.91025641026,1.99795259456931,2068.91025641026,2.06938347141249
2099.35897435897,2.00510241217527,2099.35897435897,2.07072108268295
2100.96153846154,2.005655495615,2100.96153846154,2.07079200087035
2131.41025641026,2.01375034850998,2131.41025641026,2.07214926738067
2133.01282051282,2.01399590648774,2133.01282051282,2.07222121897221
2165.0641025641,2.01883469252768,2165.0641025641,2.07367108227455
2166.66666666667,2.01911061778598,2166.66666666667,2.07374411659079
2197.11538461538,2.02856468036244,2197.11538461538,2.07514154688652
2198.71794871795,2.02910365418946,2198.71794871795,2.0752156101081
2230.76923076923,2.04124383865992,2230.76923076923,2.07670765837019
2232.3717948718,2.04144323191384,2232.3717948718,2.07678279954359
2266.02564102564,2.0574884762451,2266.02564102564,2.07837259870457
2267.6282051282,2.05843546193307,2267.6282051282,2.07844886649779
2301.28205128205,2.08617733363614,2301.28205128205,2.08006229581394
2302.88461538462,2.08781597668438,2302.88461538462,2.08013968747324
2336.53846153846,2.13425477648765,2336.53846153846,2.0817766888116
2338.14102564103,2.13686529408602,2338.14102564103,2.08185520155428
2371.79487179487,2.18429869341016,2371.79487179487,2.08351571617624
2373.39743589744,2.18705793678616,2373.39743589744,2.0835953471909
2408.65384615385,2.15036858631081,2408.65384615385,2.0853600622048
2410.25641025641,2.14672555526323,2410.25641025641,2.08544085928515
2445.51282051282,2.0839648255224,2445.51282051282,2.08723119330933
2447.11538461538,2.08199772218031,2447.11538461538,2.08731315331938
2483.97435897436,2.05418050541958,2483.97435897436,2.08921215678442
2485.57692307692,2.05357094623791,2485.57692307692,2.08929532690854
2522.4358974359,2.04748873638841,2522.4358974359,2.09122212299309
2524.03846153846,2.04781525085747,2524.03846153846,2.09130649974652
2560.89743589744,2.0465762304756,2560.89743589744,2.09326100789663
2562.5,2.04717497434274,2562.5,2.09334658775953
2599.35897435897,2.05174162046179,2599.35897435897,2.09532872661994
2600.96153846154,2.05214318874903,2600.96153846154,2.09541550603788
2639.42307692308,2.0555342299091,2639.42307692308,2.09751316884864
2641.02564102564,2.05597603338768,2641.02564102564,2.09760119398671
2681.08974358974,2.06133740402441,2681.08974358974,2.09981797390627
2682.69230769231,2.06164019503044,2682.69230769231,2.09990729042213
2721.15384615385,2.0661707693031,2721.15384615385,2.1020657470221
