% Model:              Sirius_Grill_Opening_Simulation_Original_Model2-2_20210518.mph
% Version:            COMSOL 5.5.0.306
% Date:               May 18 2021, 15:19
% Dimension:          1
% Nodes:              16
% Expressions:        1
% Description:        Global
% x                       Height
499.99999999999994        73.76870284435368
629.9605249474363         73.57144101299532
793.7005259841            73.78518912943835
1000                      74.4542252936077
1259.9210498948728        73.04799874216671
1587.4010519682001        77.5233154842365
2000.0000000000002        78.4851852920549
2519.8420997897483        83.27615431658506
3174.8021039364007        78.06062524425488
4000.000000000001         72.91697280751062
5039.6841995794975        71.85303539620732
6349.604207872802         66.0647311066212
8000.000000000004         54.377394359683734
10079.368399158997        53.55142950706151
12699.20841574562         55.613659714212524
16000.00000000001         55.516198739468294
