% Model:              Sirius_Grill_Opening_Simulation_Original_Model2-2_20210518.mph
% Version:            COMSOL 5.5.0.306
% Date:               May 18 2021, 15:19
% Dimension:          1
% Nodes:              16
% Expressions:        1
% Description:        Global
% x                       Height
499.99999999999994        74.21439818130526
629.9605249474363         74.19137794691045
793.7005259841            74.61709035255333
1000                      75.36043603334497
1259.9210498948728        73.81189084877553
1587.4010519682001        78.13526814165289
2000.0000000000002        80.05655923858242
2519.8420997897483        85.0918270313813
3174.8021039364007        79.79324925838327
4000.000000000001         74.64802921699538
5039.6841995794975        73.9286761095924
6349.604207872802         69.58102299953352
8000.000000000004         58.7569583093497
10079.368399158997        61.473995625228994
12699.20841574562         56.68844633959141
16000.00000000001         56.04730330896616
