% Model:              Sirius_Grill_Opening_Simulation_Original_Model2-2_20210518.mph
% Version:            COMSOL 5.5.0.306
% Date:               May 18 2021, 15:19
% Dimension:          1
% Nodes:              16
% Expressions:        1
% Description:        Global
% x                       Height
499.99999999999994        74.75313960011941
629.9605249474363         74.90702828057869
793.7005259841            75.47686690259457
1000                      76.21333851248053
1259.9210498948728        74.56739545088644
1587.4010519682001        79.4050839841863
2000.0000000000002        82.06299908144447
2519.8420997897483        86.96306823991577
3174.8021039364007        81.96876164402362
4000.000000000001         77.75122055607959
5039.6841995794975        76.39597460077962
6349.604207872802         72.85357485602775
8000.000000000004         62.02443265332673
10079.368399158997        64.67756314545468
12699.20841574562         61.12553147823962
16000.00000000001         54.53819355976797
