% Model:              Sirius_Grill_Opening_Simulation_Original_Model2-2_20210518.mph
% Version:            COMSOL 5.5.0.306
% Date:               May 18 2021, 15:20
% Dimension:          1
% Nodes:              16
% Expressions:        1
% Description:        Global
% x                       Height
499.99999999999994        76.50014950874338
629.9605249474363         77.0108322373236
793.7005259841            77.7270976770434
1000                      78.5348315653888
1259.9210498948728        77.71493859511463
1587.4010519682001        84.31338230269071
2000.0000000000002        87.10895198747778
2519.8420997897483        93.17752019445187
3174.8021039364007        88.08883810874278
4000.000000000001         84.49546431124159
5039.6841995794975        76.24915513231788
6349.604207872802         76.80140812218698
8000.000000000004         66.7994561278105
10079.368399158997        70.75634182594298
12699.20841574562         74.33924898403389
16000.00000000001         65.72301320745096
